model,acc_mean,acc_std,kappa_mean,kappa_std,n_subjects
riemann_lr,0.6201499118165785,0.13309886079360053,0.23028337900174467,0.27026034598161913,18
csp_lda,0.5776455026455026,0.13185847075032373,0.13138274072490438,0.25119029222661177,18
csp_svm,0.5526234567901235,0.12102676854547134,0.09016013592462559,0.2551009010087599,18
